tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
7800,note_on,,,,,0,0,1,,,,,0,,,58,50
7859,note_on,,,,,59,0,0,,,,,0,,,85,0
7913,note_on,,,,,0,0,1,,,,,0,,,58,0
7913,note_on,,,,,0,0,1,,,,,0,,,61,0
7913,note_on,,,,,0,0,0,,,,,0,,,76,0
7913,note_on,,,,,54,0,0,,,,,0,,,73,0
7913,note_on,,,,,113,0,1,,,,,0,,,53,0
7913,note_on,,,,,0,0,1,,,,,0,,,67,0
7920,note_on,,,,,0,0,0,,,,,0,,,76,50
7920,note_on,,,,,0,0,1,,,,,0,,,61,50
7920,note_on,,,,,0,0,1,,,,,0,,,67,50
7920,note_on,,,,,0,0,0,,,,,0,,,84,50
7920,note_on,,,,,7,0,0,,,,,0,,,73,50
7920,note_on,,,,,7,0,1,,,,,0,,,53,50
7920,note_on,,,,,0,0,1,,,,,0,,,58,50
7979,note_on,,,,,59,0,0,,,,,0,,,84,0
8033,note_on,,,,,0,0,1,,,,,0,,,67,0
8033,note_on,,,,,0,0,1,,,,,0,,,61,0
8033,note_on,,,,,113,0,1,,,,,0,,,53,0
8033,note_on,,,,,0,0,0,,,,,0,,,76,0
8033,note_on,,,,,54,0,0,,,,,0,,,73,0
8033,note_on,,,,,0,0,1,,,,,0,,,58,0
8040,note_on,,,,,0,0,1,,,,,0,,,67,50
8040,note_on,,,,,7,0,0,,,,,0,,,73,50
8040,note_on,,,,,0,0,1,,,,,0,,,58,50
8040,note_on,,,,,0,0,0,,,,,0,,,83,50
8040,note_on,,,,,0,0,0,,,,,0,,,76,50
8040,note_on,,,,,0,0,1,,,,,0,,,61,50
8040,note_on,,,,,7,0,1,,,,,0,,,53,50
8099,note_on,,,,,59,0,0,,,,,0,,,83,0
8153,note_on,,,,,0,0,0,,,,,0,,,76,0
8153,note_on,,,,,113,0,1,,,,,0,,,53,0
8153,note_on,,,,,0,0,1,,,,,0,,,61,0
8153,note_on,,,,,0,0,1,,,,,0,,,58,0
8153,note_on,,,,,54,0,0,,,,,0,,,73,0
8153,note_on,,,,,0,0,1,,,,,0,,,67,0
8160,note_on,,,,,0,0,1,,,,,0,,,58,50
8160,note_on,,,,,7,0,0,,,,,0,,,73,50
8160,note_on,,,,,0,0,0,,,,,0,,,82,50
