tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
12476,note_on,,,,,56,0,2,,,,,0,,,41,0
12476,note_on,,,,,56,0,1,,,,,0,,,53,0
12480,note_on,,,,,4,0,1,,,,,0,,,55,70
12480,note_on,,,,,4,0,2,,,,,0,,,43,70
12536,note_on,,,,,56,0,2,,,,,0,,,43,0
12536,note_on,,,,,56,0,1,,,,,0,,,55,0
12540,note_on,,,,,4,0,1,,,,,0,,,57,70
12540,note_on,,,,,4,0,2,,,,,0,,,45,70
12596,note_on,,,,,56,0,2,,,,,0,,,45,0
12596,note_on,,,,,56,0,1,,,,,0,,,57,0
12600,note_on,,,,,4,0,2,,,,,0,,,46,70
12600,note_on,,,,,4,0,1,,,,,0,,,58,70
12656,note_on,,,,,56,0,1,,,,,0,,,58,0
12656,note_on,,,,,56,0,2,,,,,0,,,46,0
12660,note_on,,,,,4,0,2,,,,,0,,,49,70
12660,note_on,,,,,4,0,1,,,,,0,,,61,70
12716,note_on,,,,,56,0,2,,,,,0,,,49,0
12716,note_on,,,,,56,0,1,,,,,0,,,61,0
12720,note_on,,,,,4,0,2,,,,,0,,,53,70
12720,note_on,,,,,4,0,1,,,,,0,,,65,70
12833,note_on,,,,,113,0,2,,,,,0,,,53,0
12833,note_on,,,,,113,0,1,,,,,0,,,65,0
12840,note_on,,,,,7,0,1,,,,,0,,,64,70
12840,note_on,,,,,7,0,2,,,,,0,,,52,70
12953,note_on,,,,,113,0,1,,,,,0,,,64,0
12953,note_on,,,,,113,0,2,,,,,0,,,52,0
12960,note_on,,,,,7,0,1,,,,,0,,,62,70
12960,note_on,,,,,7,0,2,,,,,0,,,50,70
13073,note_on,,,,,113,0,2,,,,,0,,,50,0
13073,note_on,,,,,113,0,1,,,,,0,,,62,0
13080,note_on,,,,,7,0,1,,,,,0,,,61,70
13080,note_on,,,,,7,0,2,,,,,0,,,49,70
13193,note_on,,,,,113,0,1,,,,,0,,,61,0
13193,note_on,,,,,113,0,2,,,,,0,,,49,0
13200,note_on,,,,,7,0,1,,,,,0,,,58,70
13200,note_on,,,,,7,0,2,,,,,0,,,46,70
13313,note_on,,,,,113,0,1,,,,,0,,,58,0
13313,note_on,,,,,113,0,2,,,,,0,,,46,0
13320,note_on,,,,,7,0,2,,,,,0,,,45,70
13320,note_on,,,,,7,0,1,,,,,0,,,57,70
13433,note_on,,,,,113,0,2,,,,,0,,,45,0
13433,note_on,,,,,113,0,1,,,,,0,,,57,0
13440,note_on,,,,,7,0,2,,,,,0,,,46,70
13440,note_on,,,,,7,0,1,,,,,0,,,58,70
13553,note_on,,,,,113,0,2,,,,,0,,,46,0
13553,note_on,,,,,113,0,1,,,,,0,,,58,0
13560,note_on,,,,,7,0,2,,,,,0,,,49,70
13560,note_on,,,,,7,0,1,,,,,0,,,61,70
13673,note_on,,,,,113,0,2,,,,,0,,,49,0
13673,note_on,,,,,113,0,1,,,,,0,,,61,0
13680,note_on,,,,,7,0,1,,,,,0,,,62,70
13680,note_on,,,,,7,0,2,,,,,0,,,50,70
13793,note_on,,,,,113,0,2,,,,,0,,,50,0
13793,note_on,,,,,113,0,1,,,,,0,,,62,0
13800,note_on,,,,,7,0,2,,,,,0,,,52,70
13800,note_on,,,,,7,0,1,,,,,0,,,64,70
13913,note_on,,,,,113,0,2,,,,,0,,,52,0
13913,note_on,,,,,113,0,1,,,,,0,,,64,0
13920,note_on,,,,,7,0,2,,,,,0,,,53,70
13920,note_on,,,,,7,0,1,,,,,0,,,65,70
14033,note_on,,,,,113,0,2,,,,,0,,,53,0
14033,note_on,,,,,113,0,1,,,,,0,,,65,0
14040,note_on,,,,,7,0,2,,,,,0,,,58,70
14040,note_on,,,,,7,0,1,,,,,0,,,70,70
14153,note_on,,,,,113,0,1,,,,,0,,,70,0
14153,note_on,,,,,113,0,2,,,,,0,,,58,0
14160,note_on,,,,,7,0,2,,,,,0,,,57,70
14160,note_on,,,,,7,0,1,,,,,0,,,69,70
14273,note_on,,,,,113,0,1,,,,,0,,,69,0
14273,note_on,,,,,113,0,2,,,,,0,,,57,0
14280,note_on,,,,,7,0,1,,,,,0,,,67,70
14280,note_on,,,,,7,0,2,,,,,0,,,55,70
14393,note_on,,,,,113,0,1,,,,,0,,,67,0
14393,note_on,,,,,113,0,2,,,,,0,,,55,0
14400,note_on,,,,,7,0,2,,,,,0,,,53,70
14400,note_on,,,,,7,0,1,,,,,0,,,65,70
14513,note_on,,,,,113,0,1,,,,,0,,,65,0
14513,note_on,,,,,113,0,2,,,,,0,,,53,0
14520,note_on,,,,,7,0,2,,,,,0,,,52,70
14520,note_on,,,,,7,0,1,,,,,0,,,64,70
14633,note_on,,,,,113,0,1,,,,,0,,,64,0
14633,note_on,,,,,113,0,2,,,,,0,,,52,0
14640,note_on,,,,,7,0,1,,,,,0,,,62,70
14640,note_on,,,,,7,0,2,,,,,0,,,50,70
14753,note_on,,,,,113,0,1,,,,,0,,,62,0
14753,note_on,,,,,113,0,2,,,,,0,,,50,0
14760,note_on,,,,,7,0,2,,,,,0,,,49,70
14760,note_on,,,,,7,0,1,,,,,0,,,61,70
14760,set_tempo,,,,,4920,1,0,,545456,,,,,,,
14816,note_on,,,,,56,0,2,,,,,0,,,49,0
14816,note_on,,,,,56,0,1,,,,,0,,,61,0
14820,note_on,,,,,4,0,2,,,,,0,,,50,70
14820,note_on,,,,,4,0,1,,,,,0,,,62,70
14876,note_on,,,,,56,0,2,,,,,0,,,50,0
14876,note_on,,,,,56,0,1,,,,,0,,,62,0
14880,note_on,,,,,4,0,1,,,,,0,,,64,70
